id,base_id,text,sentiment,pattern_type
negative_06_stress,negative_06,app baar baar crash ho jattta h,negative,stress
negative_06_shorthand_typo,negative_06,app baar abar crash ho jata h,negative,shorthand_typo
negative_06_code_mix,negative_06,"actually, app baar baar crash ho jata h",negative,code_mix
negative_06_emoji_reinforce,negative_06,app baar baar crash ho jata h 😤,negative,emoji_reinforce
negative_06_shorthand_emoji,negative_06,app baar baar crash ho jata h 😤,negative,shorthand_emoji
negative_06_stress_emoji,negative_06,app baar baar crash ho jattta h 😤,negative,stress_emoji
negative_07_clean,negative_07,agent ne bilkul help nahi ki,negative,clean
negative_07_shorthand,negative_07,agent ne blkl help nhi ki,negative,shorthand
negative_07_typo,negative_07,agent ne bilklu help nahi ki,negative,typo
negative_07_punctuation,negative_07,agent ne bilkul help nahi ki...,negative,punctuation
negative_07_stress,negative_07,agent ne bilkkkul help nahi ki,negative,stress
negative_07_shorthand_typo,negative_07,agnet ne blkl help nhi ki,negative,shorthand_typo
negative_07_code_mix,negative_07,"actually, agent ne bilkul help nahi ki",negative,code_mix
negative_07_emoji_reinforce,negative_07,agent ne bilkul help nahi ki 😑,negative,emoji_reinforce
negative_07_shorthand_emoji,negative_07,agent ne blkl help nhi ki 😑,negative,shorthand_emoji
negative_07_stress_emoji,negative_07,agent ne bilkkkul help nahi ki 😑,negative,stress_emoji
negative_08_clean,negative_08,packaging bilkul bekar thi sab tuta hua,negative,clean
negative_08_shorthand,negative_08,packaging blkl bekr thi sab tuta hua,negative,shorthand
negative_08_typo,negative_08,packgaing bilkul bekar thi sab tuta hua,negative,typo
negative_08_punctuation,negative_08,packaging bilkul bekar thi sab tuta hua...,negative,punctuation
negative_08_stress,negative_08,packaging bilkul bekkkar thi sab tuta hua,negative,stress
negative_08_shorthand_typo,negative_08,packaging blkl bekr thi sab utta hua,negative,shorthand_typo
negative_08_code_mix,negative_08,"literally, packaging bilkul bekar thi sab tuta hua",negative,code_mix
negative_08_emoji_reinforce,negative_08,packaging bilkul bekar thi sab tuta hua 😠,negative,emoji_reinforce
negative_08_shorthand_emoji,negative_08,packaging blkl bekr thi sab tuta hua 😠,negative,shorthand_emoji
negative_08_stress_emoji,negative_08,packaging bilkul bekkkar thi sab tuta hua 😠,negative,stress_emoji
negative_09_clean,negative_09,wait time bohot zyada tha call pe,negative,clean
negative_09_shorthand,negative_09,wait time bhot zyada tha call pe,negative,shorthand
negative_09_typo,negative_09,wait time bohot zydaa tha call pe,negative,typo
negative_09_punctuation,negative_09,wait time bohot zyada tha call pe...,negative,punctuation
negative_09_stress,negative_09,wait time bohot zyaaada tha call pe,negative,stress
negative_09_shorthand_typo,negative_09,wait tiem bhot zyada tha call pe,negative,shorthand_typo
negative_09_code_mix,negative_09,"seriously, wait time bohot zyada tha call pe",negative,code_mix
negative_09_emoji_reinforce,negative_09,wait time bohot zyada tha call pe 😤,negative,emoji_reinforce
negative_09_shorthand_emoji,negative_09,wait time bhot zyada tha call pe 😤,negative,shorthand_emoji
negative_09_stress_emoji,negative_09,wait time bohot zyaaada tha call pe 😤,negative,stress_emoji
negative_10_clean,negative_10,delivery boy rude tha bilkul,negative,clean
negative_10_shorthand,negative_10,delivery boy rude tha blkl,negative,shorthand
negative_10_typo,negative_10,delievry boy rude tha bilkul,negative,typo
negative_10_punctuation,negative_10,delivery boy rude tha bilkul...,negative,punctuation
negative_10_stress,negative_10,delivery boy rude thhha bilkul,negative,stress
negative_10_shorthand_typo,negative_10,delivery boy rued tha blkl,negative,shorthand_typo
negative_10_code_mix,negative_10,"honestly, delivery boy rude tha bilkul",negative,code_mix
negative_10_emoji_reinforce,negative_10,delivery boy rude tha bilkul 😤,negative,emoji_reinforce
negative_10_shorthand_emoji,negative_10,delivery boy rude tha blkl 😤,negative,shorthand_emoji
negative_10_stress_emoji,negative_10,delivery boy rude thhha bilkul 😤,negative,stress_emoji
negative_11_clean,negative_11,website hang ho jata h payment ke time,negative,clean
negative_11_shorthand,negative_11,website hang ho jata h payment ke time,negative,shorthand
negative_11_typo,negative_11,website ahng ho jata h payment ke time,negative,typo
negative_11_punctuation,negative_11,website hang ho jata h payment ke time...,negative,punctuation
negative_11_stress,negative_11,website hannng ho jata h payment ke time,negative,stress
negative_11_shorthand_typo,negative_11,website hang ho jaat h payment ke time,negative,shorthand_typo
negative_11_code_mix,negative_11,"literally, website hang ho jata h payment ke time",negative,code_mix
negative_11_emoji_reinforce,negative_11,website hang ho jata h payment ke time 😑,negative,emoji_reinforce
negative_11_shorthand_emoji,negative_11,website hang ho jata h payment ke time 😑,negative,shorthand_emoji
negative_11_stress_emoji,negative_11,website hannng ho jata h payment ke time 😑,negative,stress_emoji
negative_12_clean,negative_12,complaint ignore kr diya gya,negative,clean
negative_12_shorthand,negative_12,complaint ignore kr diya gya,negative,shorthand
negative_12_typo,negative_12,complaint ignore kr idya gya,negative,typo
negative_12_punctuation,negative_12,complaint ignore kr diya gya...,negative,punctuation
negative_12_stress,negative_12,complaint ignore kr diya gyyya,negative,stress
negative_12_shorthand_typo,negative_12,complaint igonre kr diya gya,negative,shorthand_typo
negative_12_code_mix,negative_12,"actually, complaint ignore kr diya gya",negative,code_mix
negative_12_emoji_reinforce,negative_12,complaint ignore kr diya gya 😑,negative,emoji_reinforce
negative_12_shorthand_emoji,negative_12,complaint ignore kr diya gya 😑,negative,shorthand_emoji
negative_12_stress_emoji,negative_12,complaint ignore kr diya gyyya 😑,negative,stress_emoji
negative_13_clean,negative_13,wrong item bheja aur response bhi nahi mila,negative,clean
negative_13_shorthand,negative_13,wrong item bheja aur response bhi nhi mila,negative,shorthand
negative_13_typo,negative_13,worng item bheja aur response bhi nahi mila,negative,typo
negative_13_punctuation,negative_13,wrong item bheja aur response bhi nahi mila...,negative,punctuation
negative_13_stress,negative_13,wrong item bheja aur response bhi nahhhi mila,negative,stress
negative_13_shorthand_typo,negative_13,wrong item behja aur response bhi nhi mila,negative,shorthand_typo
negative_13_code_mix,negative_13,"actually, wrong item bheja aur response bhi nahi mila",negative,code_mix
negative_13_emoji_reinforce,negative_13,wrong item bheja aur response bhi nahi mila 😞,negative,emoji_reinforce
negative_13_shorthand_emoji,negative_13,wrong item bheja aur response bhi nhi mila 😞,negative,shorthand_emoji
negative_13_stress_emoji,negative_13,wrong item bheja aur response bhi nahhhi mila 😞,negative,stress_emoji
negative_14_clean,negative_14,charges galat lagaye aur explanation bhi nahi mila,negative,clean
negative_14_shorthand,negative_14,charges galat lagaye aur explanation bhi nhi mila,negative,shorthand
negative_14_typo,negative_14,charges galat lagaey aur explanation bhi nahi mila,negative,typo
negative_14_punctuation,negative_14,charges galat lagaye aur explanation bhi nahi mila...,negative,punctuation
negative_14_stress,negative_14,charges galat lagaaaye aur explanation bhi nahi mila,negative,stress
negative_14_shorthand_typo,negative_14,charges galat algaye aur explanation bhi nhi mila,negative,shorthand_typo
negative_14_code_mix,negative_14,"actually, charges galat lagaye aur explanation bhi nahi mila",negative,code_mix
negative_14_emoji_reinforce,negative_14,charges galat lagaye aur explanation bhi nahi mila 😑,negative,emoji_reinforce
negative_14_shorthand_emoji,negative_14,charges galat lagaye aur explanation bhi nhi mila 😑,negative,shorthand_emoji
negative_14_stress_emoji,negative_14,charges galat lagaaaye aur explanation bhi nahi mila 😑,negative,stress_emoji
negative_15_clean,negative_15,subscription cancel krna itna mushkil kyu h,negative,clean
negative_15_shorthand,negative_15,subscription cancel krna itna mushkil kyu h,negative,shorthand
negative_15_typo,negative_15,subscription acncel krna itna mushkil kyu h,negative,typo
negative_15_punctuation,negative_15,subscription cancel krna itna mushkil kyu h...,negative,punctuation
negative_15_stress,negative_15,subscription cancel krna itnnna mushkil kyu h,negative,stress
negative_15_shorthand_typo,negative_15,subscription cancel kran itna mushkil kyu h,negative,shorthand_typo
negative_15_code_mix,negative_15,"seriously, subscription cancel krna itna mushkil kyu h",negative,code_mix
negative_15_emoji_reinforce,negative_15,subscription cancel krna itna mushkil kyu h 💔,negative,emoji_reinforce
negative_15_shorthand_emoji,negative_15,subscription cancel krna itna mushkil kyu h 💔,negative,shorthand_emoji
negative_15_stress_emoji,negative_15,subscription cancel krna itnnna mushkil kyu h 💔,negative,stress_emoji
negative_16_clean,negative_16,return request reject kr diya bina reason ke,negative,clean
negative_16_shorthand,negative_16,return request reject kr diya bina reason ke,negative,shorthand
negative_16_typo,negative_16,return request reject kr diya bina reaosn ke,negative,typo
negative_16_punctuation,negative_16,return request reject kr diya bina reason ke...,negative,punctuation
negative_16_stress,negative_16,return request reject kr diya bina reassson ke,negative,stress
negative_16_shorthand_typo,negative_16,return request reject kr diay bina reason ke,negative,shorthand_typo
negative_16_code_mix,negative_16,"literally, return request reject kr diya bina reason ke",negative,code_mix
negative_16_emoji_reinforce,negative_16,return request reject kr diya bina reason ke 😤,negative,emoji_reinforce
negative_16_shorthand_emoji,negative_16,return request reject kr diya bina reason ke 😤,negative,shorthand_emoji
negative_16_stress_emoji,negative_16,return request reject kr diya bina reassson ke 😤,negative,stress_emoji
negative_17_clean,negative_17,hotel room bilkul saaf nahi tha,negative,clean
negative_17_shorthand,negative_17,hotel room blkl saaf nhi tha,negative,shorthand
negative_17_typo,negative_17,htoel room bilkul saaf nahi tha,negative,typo
negative_17_punctuation,negative_17,hotel room bilkul saaf nahi tha...,negative,punctuation
negative_17_stress,negative_17,hotttel room bilkul saaf nahi tha,negative,stress
negative_17_shorthand_typo,negative_17,hotel room bllk saaf nhi tha,negative,shorthand_typo
negative_17_code_mix,negative_17,"actually, hotel room bilkul saaf nahi tha",negative,code_mix
negative_17_emoji_reinforce,negative_17,hotel room bilkul saaf nahi tha 💔,negative,emoji_reinforce
negative_17_shorthand_emoji,negative_17,hotel room blkl saaf nhi tha 💔,negative,shorthand_emoji
negative_17_stress_emoji,negative_17,hotttel room bilkul saaf nahi tha 💔,negative,stress_emoji
negative_18_clean,negative_18,cab driver ne rasta hi galat le liya,negative,clean
negative_18_shorthand,negative_18,cab driver ne rasta hi galat le liya,negative,shorthand
negative_18_typo,negative_18,cab driver ne rasta hi galat le liay,negative,typo
negative_18_punctuation,negative_18,cab driver ne rasta hi galat le liya...,negative,punctuation
negative_18_stress,negative_18,cab driver ne rasssta hi galat le liya,negative,stress
negative_18_shorthand_typo,negative_18,cab drivre ne rasta hi galat le liya,negative,shorthand_typo
negative_18_code_mix,negative_18,"just saying, cab driver ne rasta hi galat le liya",negative,code_mix
negative_18_emoji_reinforce,negative_18,cab driver ne rasta hi galat le liya 😠,negative,emoji_reinforce
negative_18_shorthand_emoji,negative_18,cab driver ne rasta hi galat le liya 😠,negative,shorthand_emoji
negative_18_stress_emoji,negative_18,cab driver ne rasssta hi galat le liya 😠,negative,stress_emoji
negative_19_clean,negative_19,flight delay hui aur koi update nahi mila,negative,clean
negative_19_shorthand,negative_19,flight delay hui aur koi update nhi mila,negative,shorthand
negative_19_typo,negative_19,flight delay hui aur koi update nhai mila,negative,typo
negative_19_punctuation,negative_19,flight delay hui aur koi update nahi mila...,negative,punctuation
negative_19_stress,negative_19,flight delllay hui aur koi update nahi mila,negative,stress
negative_19_shorthand_typo,negative_19,filght delay hui aur koi update nhi mila,negative,shorthand_typo
negative_19_code_mix,negative_19,"literally, flight delay hui aur koi update nahi mila",negative,code_mix
negative_19_emoji_reinforce,negative_19,flight delay hui aur koi update nahi mila 😠,negative,emoji_reinforce
negative_19_shorthand_emoji,negative_19,flight delay hui aur koi update nhi mila 😠,negative,shorthand_emoji
negative_19_stress_emoji,negative_19,flight delllay hui aur koi update nahi mila 😠,negative,stress_emoji
negative_20_clean,negative_20,bill me extra charge dikh raha h galti se,negative,clean
negative_20_shorthand,negative_20,bill me extra charge dikh rha h galti se,negative,shorthand
negative_20_typo,negative_20,bill me extra cahrge dikh raha h galti se,negative,typo
negative_20_punctuation,negative_20,bill me extra charge dikh raha h galti se...,negative,punctuation
negative_20_stress,negative_20,bill me extttra charge dikh raha h galti se,negative,stress
negative_20_shorthand_typo,negative_20,bill me extra charge dikh rha h galti se,negative,shorthand_typo
negative_20_code_mix,negative_20,"seriously, bill me extra charge dikh raha h galti se",negative,code_mix
negative_20_emoji_reinforce,negative_20,bill me extra charge dikh raha h galti se 😤,negative,emoji_reinforce
negative_20_shorthand_emoji,negative_20,bill me extra charge dikh rha h galti se 😤,negative,shorthand_emoji
negative_20_stress_emoji,negative_20,bill me extttra charge dikh raha h galti se 😤,negative,stress_emoji
negative_21_clean,negative_21,app itna slow h ki use hi nahi hota,negative,clean
negative_21_shorthand,negative_21,app itna slow h ki use hi nhi hota,negative,shorthand
negative_21_typo,negative_21,app itna slwo h ki use hi nahi hota,negative,typo
negative_21_punctuation,negative_21,app itna slow h ki use hi nahi hota...,negative,punctuation
negative_21_stress,negative_21,apppp itna slow h ki use hi nahi hota,negative,stress
negative_21_shorthand_typo,negative_21,app itna slwo h ki use hi nhi hota,negative,shorthand_typo
negative_21_code_mix,negative_21,"seriously, app itna slow h ki use hi nahi hota",negative,code_mix
negative_21_emoji_reinforce,negative_21,app itna slow h ki use hi nahi hota 😑,negative,emoji_reinforce
negative_21_shorthand_emoji,negative_21,app itna slow h ki use hi nhi hota 😑,negative,shorthand_emoji
negative_21_stress_emoji,negative_21,apppp itna slow h ki use hi nahi hota 😑,negative,stress_emoji
negative_22_clean,negative_22,baar baar same problem bata chuka hu koi fix nahi,negative,clean
negative_22_shorthand,negative_22,baar baar same problem bata chuka hu koi fix nhi,negative,shorthand
negative_22_typo,negative_22,baar baar same prolbem bata chuka hu koi fix nahi,negative,typo
negative_22_punctuation,negative_22,baar baar same problem bata chuka hu koi fix nahi...,negative,punctuation
negative_22_stress,negative_22,baar baar same probbblem bata chuka hu koi fix nahi,negative,stress
negative_22_shorthand_typo,negative_22,baar baar same probelm bata chuka hu koi fix nhi,negative,shorthand_typo
negative_22_code_mix,negative_22,"just saying, baar baar same problem bata chuka hu koi fix nahi",negative,code_mix
negative_22_emoji_reinforce,negative_22,baar baar same problem bata chuka hu koi fix nahi 💔,negative,emoji_reinforce
negative_22_shorthand_emoji,negative_22,baar baar same problem bata chuka hu koi fix nhi 💔,negative,shorthand_emoji
negative_22_stress_emoji,negative_22,baar baar same probbblem bata chuka hu koi fix nahi 💔,negative,stress_emoji
negative_23_clean,negative_23,customer care ne call hi disconnect kr diya,negative,clean
negative_23_shorthand,negative_23,customer care ne call hi disconnect kr diya,negative,shorthand
negative_23_typo,negative_23,customer crae ne call hi disconnect kr diya,negative,typo
negative_23_punctuation,negative_23,customer care ne call hi disconnect kr diya...,negative,punctuation
negative_23_stress,negative_23,customer carrre ne call hi disconnect kr diya,negative,stress
negative_23_shorthand_typo,negative_23,customer crae ne call hi disconnect kr diya,negative,shorthand_typo
negative_23_code_mix,negative_23,"literally, customer care ne call hi disconnect kr diya",negative,code_mix
negative_23_emoji_reinforce,negative_23,customer care ne call hi disconnect kr diya 😑,negative,emoji_reinforce
negative_23_shorthand_emoji,negative_23,customer care ne call hi disconnect kr diya 😑,negative,shorthand_emoji
negative_23_stress_emoji,negative_23,customer carrre ne call hi disconnect kr diya 😑,negative,stress_emoji
negative_24_clean,negative_24,exchange ke liye 10 din wait krna pada,negative,clean
negative_24_shorthand,negative_24,exchange ke liye 10 din wait krna pada,negative,shorthand
negative_24_typo,negative_24,exchange ke liye 10 din wait krna apda,negative,typo
negative_24_punctuation,negative_24,exchange ke liye 10 din wait krna pada...,negative,punctuation
negative_24_stress,negative_24,exchange ke liye 10 diiin wait krna pada,negative,stress
negative_24_shorthand_typo,negative_24,exchange ke liye 10 din awit krna pada,negative,shorthand_typo
negative_24_code_mix,negative_24,"just saying, exchange ke liye 10 din wait krna pada",negative,code_mix
negative_24_emoji_reinforce,negative_24,exchange ke liye 10 din wait krna pada 😤,negative,emoji_reinforce
negative_24_shorthand_emoji,negative_24,exchange ke liye 10 din wait krna pada 😤,negative,shorthand_emoji
negative_24_stress_emoji,negative_24,exchange ke liye 10 diiin wait krna pada 😤,negative,stress_emoji
negative_25_clean,negative_25,itna bura experience pehle kabhi nahi hua,negative,clean
negative_25_shorthand,negative_25,itna bura experience pehle kabi nhi hua,negative,shorthand
negative_25_typo,negative_25,itna bura experience ephle kabhi nahi hua,negative,typo
negative_25_punctuation,negative_25,itna bura experience pehle kabhi nahi hua...,negative,punctuation
negative_25_stress,negative_25,itna bura experience pehhhle kabhi nahi hua,negative,stress
negative_25_shorthand_typo,negative_25,itna bura experience phele kabi nhi hua,negative,shorthand_typo
negative_25_code_mix,negative_25,"honestly, itna bura experience pehle kabhi nahi hua",negative,code_mix
negative_25_emoji_reinforce,negative_25,itna bura experience pehle kabhi nahi hua 😠,negative,emoji_reinforce
negative_25_shorthand_emoji,negative_25,itna bura experience pehle kabi nhi hua 😠,negative,shorthand_emoji
negative_25_stress_emoji,negative_25,itna bura experience pehhhle kabhi nahi hua 😠,negative,stress_emoji
negative_26_clean,negative_26,driver raste bhar phone pe baat karta raha,negative,clean
negative_26_shorthand,negative_26,driver raste bhar phone pe baat karta rha,negative,shorthand
negative_26_typo,negative_26,driver raset bhar phone pe baat karta raha,negative,typo
negative_26_punctuation,negative_26,driver raste bhar phone pe baat karta raha...,negative,punctuation
negative_26_stress,negative_26,driver raste bhar phone pe baaaat karta raha,negative,stress
negative_26_shorthand_typo,negative_26,driver raste bahr phone pe baat karta rha,negative,shorthand_typo
negative_26_code_mix,negative_26,"just saying, driver raste bhar phone pe baat karta raha",negative,code_mix
negative_26_emoji_reinforce,negative_26,driver raste bhar phone pe baat karta raha 😞,negative,emoji_reinforce
negative_26_shorthand_emoji,negative_26,driver raste bhar phone pe baat karta rha 😞,negative,shorthand_emoji
negative_26_stress_emoji,negative_26,driver raste bhar phone pe baaaat karta raha 😞,negative,stress_emoji
negative_27_clean,negative_27,app checkout baar baar fail ho jata h,negative,clean
negative_27_shorthand,negative_27,app checkout baar baar fail ho jata h,negative,shorthand
negative_27_typo,negative_27,app checkout baar baar fial ho jata h,negative,typo
negative_27_punctuation,negative_27,app checkout baar baar fail ho jata h...,negative,punctuation
negative_27_stress,negative_27,app checkout baar baar faiiil ho jata h,negative,stress
negative_27_shorthand_typo,negative_27,app checkout baar bara fail ho jata h,negative,shorthand_typo
negative_27_code_mix,negative_27,"literally, app checkout baar baar fail ho jata h",negative,code_mix
negative_27_emoji_reinforce,negative_27,app checkout baar baar fail ho jata h 😞,negative,emoji_reinforce
negative_27_shorthand_emoji,negative_27,app checkout baar baar fail ho jata h 😞,negative,shorthand_emoji
negative_27_stress_emoji,negative_27,app checkout baar baar faiiil ho jata h 😞,negative,stress_emoji
negative_28_clean,negative_28,missing item ka koi response hi nahi mila,negative,clean
negative_28_shorthand,negative_28,missing item ka koi response hi nhi mila,negative,shorthand
negative_28_typo,negative_28,missing item ka koi ersponse hi nahi mila,negative,typo
negative_28_punctuation,negative_28,missing item ka koi response hi nahi mila...,negative,punctuation
negative_28_stress,negative_28,missing iteeem ka koi response hi nahi mila,negative,stress
negative_28_shorthand_typo,negative_28,missing itme ka koi response hi nhi mila,negative,shorthand_typo
negative_28_code_mix,negative_28,"actually, missing item ka koi response hi nahi mila",negative,code_mix
negative_28_emoji_reinforce,negative_28,missing item ka koi response hi nahi mila 💔,negative,emoji_reinforce
negative_28_shorthand_emoji,negative_28,missing item ka koi response hi nhi mila 💔,negative,shorthand_emoji
negative_28_stress_emoji,negative_28,missing iteeem ka koi response hi nahi mila 💔,negative,stress_emoji
negative_29_clean,negative_29,hotel staff bilkul cooperative nahi tha,negative,clean
negative_29_shorthand,negative_29,hotel staff blkl cooperative nhi tha,negative,shorthand
negative_29_typo,negative_29,hotel staff bilukl cooperative nahi tha,negative,typo
negative_29_punctuation,negative_29,hotel staff bilkul cooperative nahi tha...,negative,punctuation
negative_29_stress,negative_29,hotel staff bilkul cooperative nahi thhha,negative,stress
negative_29_shorthand_typo,negative_29,hotel staff bkll cooperative nhi tha,negative,shorthand_typo
negative_29_code_mix,negative_29,"honestly, hotel staff bilkul cooperative nahi tha",negative,code_mix
negative_29_emoji_reinforce,negative_29,hotel staff bilkul cooperative nahi tha 😤,negative,emoji_reinforce
negative_29_shorthand_emoji,negative_29,hotel staff blkl cooperative nhi tha 😤,negative,shorthand_emoji
negative_29_stress_emoji,negative_29,hotel staff bilkul cooperative nahi thhha 😤,negative,stress_emoji
negative_30_clean,negative_30,order pack hi nahi hua time pe,negative,clean
negative_30_shorthand,negative_30,order pack hi nhi hua time pe,negative,shorthand
negative_30_typo,negative_30,order pack hi naih hua time pe,negative,typo
negative_30_punctuation,negative_30,order pack hi nahi hua time pe...,negative,punctuation
negative_30_stress,negative_30,order pack hi nahhhi hua time pe,negative,stress
negative_30_shorthand_typo,negative_30,odrer pack hi nhi hua time pe,negative,shorthand_typo
negative_30_code_mix,negative_30,"literally, order pack hi nahi hua time pe",negative,code_mix
negative_30_emoji_reinforce,negative_30,order pack hi nahi hua time pe 😤,negative,emoji_reinforce
negative_30_shorthand_emoji,negative_30,order pack hi nhi hua time pe 😤,negative,shorthand_emoji
negative_30_stress_emoji,negative_30,order pack hi nahhhi hua time pe 😤,negative,stress_emoji
negative_31_clean,negative_31,subscription trial khatam hote hi bina bataye charge kr diya,negative,clean
negative_31_shorthand,negative_31,subscription trial khatam hote hi bina bataye charge kr diya,negative,shorthand
negative_31_typo,negative_31,subscription trial khaatm hote hi bina bataye charge kr diya,negative,typo
negative_31_punctuation,negative_31,subscription trial khatam hote hi bina bataye charge kr diya...,negative,punctuation
negative_31_stress,negative_31,subscription trial khatam hote hi binnna bataye charge kr diya,negative,stress
negative_31_shorthand_typo,negative_31,subscription tiral khatam hote hi bina bataye charge kr diya,negative,shorthand_typo
negative_31_code_mix,negative_31,"seriously, subscription trial khatam hote hi bina bataye charge kr diya",negative,code_mix
negative_31_emoji_reinforce,negative_31,subscription trial khatam hote hi bina bataye charge kr diya 😠,negative,emoji_reinforce
negative_31_shorthand_emoji,negative_31,subscription trial khatam hote hi bina bataye charge kr diya 😠,negative,shorthand_emoji
negative_31_stress_emoji,negative_31,subscription trial khatam hote hi binnna bataye charge kr diya 😠,negative,stress_emoji
negative_32_clean,negative_32,delivery partner galat address pe chala gya,negative,clean
negative_32_shorthand,negative_32,delivery partner galat address pe chala gya,negative,shorthand
negative_32_typo,negative_32,delivery partner galta address pe chala gya,negative,typo
negative_32_punctuation,negative_32,delivery partner galat address pe chala gya...,negative,punctuation
negative_32_stress,negative_32,delivvvery partner galat address pe chala gya,negative,stress
negative_32_shorthand_typo,negative_32,delivery partner galat adderss pe chala gya,negative,shorthand_typo
negative_32_code_mix,negative_32,"seriously, delivery partner galat address pe chala gya",negative,code_mix
negative_32_emoji_reinforce,negative_32,delivery partner galat address pe chala gya 😠,negative,emoji_reinforce
negative_32_shorthand_emoji,negative_32,delivery partner galat address pe chala gya 😠,negative,shorthand_emoji
negative_32_stress_emoji,negative_32,delivvvery partner galat address pe chala gya 😠,negative,stress_emoji
negative_33_clean,negative_33,agent ne kuch bhi properly explain nahi kiya,negative,clean
negative_33_shorthand,negative_33,agent ne kuch bhi properly explain nhi kiya,negative,shorthand
negative_33_typo,negative_33,agent ne kuch bhi properly explain nahi kyia,negative,typo
negative_33_punctuation,negative_33,agent ne kuch bhi properly explain nahi kiya...,negative,punctuation
negative_33_stress,negative_33,ageeent ne kuch bhi properly explain nahi kiya,negative,stress
negative_33_shorthand_typo,negative_33,agent ne kuch bhi propelry explain nhi kiya,negative,shorthand_typo
negative_33_code_mix,negative_33,"honestly, agent ne kuch bhi properly explain nahi kiya",negative,code_mix
negative_33_emoji_reinforce,negative_33,agent ne kuch bhi properly explain nahi kiya 😑,negative,emoji_reinforce
negative_33_shorthand_emoji,negative_33,agent ne kuch bhi properly explain nhi kiya 😑,negative,shorthand_emoji
negative_33_stress_emoji,negative_33,ageeent ne kuch bhi properly explain nahi kiya 😑,negative,stress_emoji
negative_34_clean,negative_34,payment options bohot limited h,negative,clean
negative_34_shorthand,negative_34,payment options bhot limited h,negative,shorthand
negative_34_typo,negative_34,payment options bohto limited h,negative,typo
negative_34_punctuation,negative_34,payment options bohot limited h...,negative,punctuation
negative_34_stress,negative_34,payment options bohhhot limited h,negative,stress
negative_34_shorthand_typo,negative_34,payment options bhot limtied h,negative,shorthand_typo
negative_34_code_mix,negative_34,"just saying, payment options bohot limited h",negative,code_mix
negative_34_emoji_reinforce,negative_34,payment options bohot limited h 😠,negative,emoji_reinforce
negative_34_shorthand_emoji,negative_34,payment options bhot limited h 😠,negative,shorthand_emoji
negative_34_stress_emoji,negative_34,payment options bohhhot limited h 😠,negative,stress_emoji
negative_35_clean,negative_35,cancellation pe extra fee laga diya bina bataye,negative,clean
negative_35_shorthand,negative_35,cancellation pe extra fee laga diya bina bataye,negative,shorthand
negative_35_typo,negative_35,cancellation pe extra fee laga diya bina btaaye,negative,typo
negative_35_punctuation,negative_35,cancellation pe extra fee laga diya bina bataye...,negative,punctuation
negative_35_stress,negative_35,cancellation pe extra feeee laga diya bina bataye,negative,stress
negative_35_shorthand_typo,negative_35,cancellation pe extra fee alga diya bina bataye,negative,shorthand_typo
negative_35_code_mix,negative_35,"seriously, cancellation pe extra fee laga diya bina bataye",negative,code_mix
negative_35_emoji_reinforce,negative_35,cancellation pe extra fee laga diya bina bataye 😞,negative,emoji_reinforce
negative_35_shorthand_emoji,negative_35,cancellation pe extra fee laga diya bina bataye 😞,negative,shorthand_emoji
negative_35_stress_emoji,negative_35,cancellation pe extra feeee laga diya bina bataye 😞,negative,stress_emoji
negative_36_clean,negative_36,app notifications time pe aate hi nahi,negative,clean
negative_36_shorthand,negative_36,app notifications time pe aate hi nhi,negative,shorthand
negative_36_typo,negative_36,app notificatoins time pe aate hi nahi,negative,typo
negative_36_punctuation,negative_36,app notifications time pe aate hi nahi...,negative,punctuation
negative_36_stress,negative_36,apppp notifications time pe aate hi nahi,negative,stress
negative_36_shorthand_typo,negative_36,app notifications time pe aaet hi nhi,negative,shorthand_typo
negative_36_code_mix,negative_36,"literally, app notifications time pe aate hi nahi",negative,code_mix
negative_36_emoji_reinforce,negative_36,app notifications time pe aate hi nahi 😞,negative,emoji_reinforce
negative_36_shorthand_emoji,negative_36,app notifications time pe aate hi nhi 😞,negative,shorthand_emoji
negative_36_stress_emoji,negative_36,apppp notifications time pe aate hi nahi 😞,negative,stress_emoji
negative_37_clean,negative_37,refund process bilkul unclear tha,negative,clean
negative_37_shorthand,negative_37,refund process blkl unclear tha,negative,shorthand
negative_37_typo,negative_37,refund prcoess bilkul unclear tha,negative,typo
negative_37_punctuation,negative_37,refund process bilkul unclear tha...,negative,punctuation
negative_37_stress,negative_37,refund process bilkul unclllear tha,negative,stress
negative_37_shorthand_typo,negative_37,refund process blkl ucnlear tha,negative,shorthand_typo
negative_37_code_mix,negative_37,"literally, refund process bilkul unclear tha",negative,code_mix
negative_37_emoji_reinforce,negative_37,refund process bilkul unclear tha 😞,negative,emoji_reinforce
negative_37_shorthand_emoji,negative_37,refund process blkl unclear tha 😞,negative,shorthand_emoji
negative_37_stress_emoji,negative_37,refund process bilkul unclllear tha 😞,negative,stress_emoji
negative_38_clean,negative_38,courier kaafi late tha bina kisi update ke,negative,clean
negative_38_shorthand,negative_38,courier kaafi late tha bina kisi update ke,negative,shorthand
negative_38_typo,negative_38,courier akafi late tha bina kisi update ke,negative,typo
negative_38_punctuation,negative_38,courier kaafi late tha bina kisi update ke...,negative,punctuation
negative_38_stress,negative_38,courrrier kaafi late tha bina kisi update ke,negative,stress
negative_38_shorthand_typo,negative_38,courier kaafi late tha bian kisi update ke,negative,shorthand_typo
negative_38_code_mix,negative_38,"honestly, courier kaafi late tha bina kisi update ke",negative,code_mix
