id,base_id,text,domain,intent,description,variant,noise_level,emoji_role,split,source
delivery_address_change_b003_v10,delivery_address_change_b003,shipping details update hooo sakti hain? parcel ka address badalna hai? 😭,Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b004_v01,delivery_address_change_b004,"Please delivery location modify karo, purane address par nahi bhejna",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b004_v02,delivery_address_change_b004,"pls delivery location modify karo, purane address par nahi bhejna",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b004_v03,delivery_address_change_b004,"Please delivery location modify karo, purane addr par nahi bhejna",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b004_v04,delivery_address_change_b004,"Please deilvery loaction mdoify karo, purane addrss par nahi bhejna",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b004_v05,delivery_address_change_b004,"Please delivery location modify karo, purane address par nahi bhejna 🙏",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b004_v06,delivery_address_change_b004,"Please delivery location modify karo, purane address par nahi bhejna...",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b004_v07,delivery_address_change_b004,"pls delievry locatino modiyf karo, puane address par nahi bhejna",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b004_v08,delivery_address_change_b004,"pls delivery location modify karo, purane address par nahi bhejna 🙏",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b004_v09,delivery_address_change_b004,"Please delivery location modify karo, purane addr par nahi bhejna 🙏",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b004_v10,delivery_address_change_b004,"Please delivery location modify karo, purane address parrr nahi bhejna 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b005_v01,delivery_address_change_b005,"mujhe lagta hai, order ka address galat hai: parcel ka address badalna hai",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b005_v02,delivery_address_change_b005,"mujhe lagta hai, order ka address galat hai: parcel ka address badalna hai",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b005_v03,delivery_address_change_b005,"mujhe lagta hai, ordr ka addr galat hai: package ka addr badalna hai",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b005_v04,delivery_address_change_b005,"muhje lagta hai, odrer ka adderss galta hai: pacel ka adrdess badalna hai",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b005_v05,delivery_address_change_b005,"mujhe lagta hai, order ka address galat hai: parcel ka address badalna hai 🙏",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b005_v06,delivery_address_change_b005,"mujhe lagta hai, order ka address galat hai: parcel ka address badalna hai...",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b005_v07,delivery_address_change_b005,"mujeh lgata hai, order ka address gaalt hai: parcel ka adrdess badlana hai",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b005_v08,delivery_address_change_b005,"mujhe lagta hai, order ka address galat hai: parcel ka address badalna hai 🙏",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b005_v09,delivery_address_change_b005,"mujhe lagta hai, ordr ka addr galat hai: package ka addr badalna hai 🙏",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b005_v10,delivery_address_change_b005,"mujhe lagta hai, order kaaa address galat hai: parcel ka address badalna hai 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b006_v01,delivery_address_change_b006,"courier ko purane address par nahi bhejna, kya address update possible hai?",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,validation,original_constructed
delivery_address_change_b006_v02,delivery_address_change_b006,"courier ko purane address par nahi bhejna, kya address update possible hai?",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,validation,original_constructed
delivery_address_change_b006_v03,delivery_address_change_b006,"courier ko purane addr par nahi bhejna, kya addr update possible hai?",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,validation,original_constructed
delivery_address_change_b006_v04,delivery_address_change_b006,"coureir ko purnae adderss par nahi bheja, kya address udpate possilbe hai?",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,validation,original_constructed
delivery_address_change_b006_v05,delivery_address_change_b006,"courier ko purane address par nahi bhejna, kya address update possible hai? 😕",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,validation,original_constructed
delivery_address_change_b006_v06,delivery_address_change_b006,"courier ko purane address par nahi bhejna, kya address update possible hai??",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,validation,original_constructed
delivery_address_change_b006_v07,delivery_address_change_b006,"coruier ko purnae address par nahi bhejan, kya adderss updtae possilbe hai?",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,validation,original_constructed
delivery_address_change_b006_v08,delivery_address_change_b006,"courier ko purane address par nahi bhejna, kya address update possible hai? 😕",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,validation,original_constructed
delivery_address_change_b006_v09,delivery_address_change_b006,"courier ko purane addr par nahi bhejna, kya addr update possible hai? 😕",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,validation,original_constructed
delivery_address_change_b006_v10,delivery_address_change_b006,"courier kooo purane address par nahi bhejna, kya address update possible hai? 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,validation,original_constructed
delivery_address_change_b007_v01,delivery_address_change_b007,pls delivery address change karna hai; new address par deliver karna hai,Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b007_v02,delivery_address_change_b007,pls delivery address change karna hai; new address par deliver karna hai,Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b007_v03,delivery_address_change_b007,pls delivery addr update karna hai; new addr par deliver karna hai,Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b007_v04,delivery_address_change_b007,pls dleivery address chnage karna hai; new addrses par dleiver kanra hai,Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b007_v05,delivery_address_change_b007,pls delivery address change karna hai; new address par deliver karna hai 🙏,Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b007_v06,delivery_address_change_b007,pls delivery address change karna hai; new address par deliver karna hai...,Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b007_v07,delivery_address_change_b007,pls deliery addres chaneg karan hai; new address par deliver karna hai,Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b007_v08,delivery_address_change_b007,pls delivery address change karna hai; new address par deliver karna hai 🙏,Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b007_v09,delivery_address_change_b007,pls delivery addr update karna hai; new addr par deliver karna hai 🙏,Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b007_v10,delivery_address_change_b007,plsss delivery address change karna hai; new address par deliver karna hai 😭,Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b008_v01,delivery_address_change_b008,"parcel ko naye address par bhejna hai, house number galat dala hai?",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b008_v02,delivery_address_change_b008,"parcel ko naye address par bhejna hai, house no. galat dala hai?",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b008_v03,delivery_address_change_b008,"package ko naye addr par bhejna hai, house number galat dala hai?",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b008_v04,delivery_address_change_b008,"parcel ko naye addrses par bhenja hai, huose numbre galat dala hai?",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b008_v05,delivery_address_change_b008,"parcel ko naye address par bhejna hai, house number galat dala hai? 😕",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b008_v06,delivery_address_change_b008,"parcel ko naye address par bhejna hai, house number galat dala hai??",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b008_v07,delivery_address_change_b008,"pacel ko naye adderss par behjna hai, hosue no. glaat dala hai?",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b008_v08,delivery_address_change_b008,"parcel ko naye address par bhejna hai, house no. galat dala hai? 😕",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b008_v09,delivery_address_change_b008,"package ko naye addr par bhejna hai, house number galat dala hai? 😕",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b008_v10,delivery_address_change_b008,"parcel kooo naye address par bhejna hai, house number galat dala hai? 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b009_v01,delivery_address_change_b009,Shipping details update ho sakti hain? new address par deliver karna hai,Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b009_v02,delivery_address_change_b009,shipping details update ho sakti hain? new address par deliver karna hai,Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b009_v03,delivery_address_change_b009,Shipping details update ho sakti hain? new addr par deliver karna hai,Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b009_v04,delivery_address_change_b009,Shippign detials update ho skati hain? new adress par deilver krana hai,Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b009_v05,delivery_address_change_b009,Shipping details update ho sakti hain? new address par deliver karna hai 😕,Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b009_v06,delivery_address_change_b009,Shipping details update ho sakti hain?? new address par deliver karna hai...,Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b009_v07,delivery_address_change_b009,sihpping detials update ho sakit hain? new address par delier karan hai,Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b009_v08,delivery_address_change_b009,shipping details update ho sakti hain? new address par deliver karna hai 😕,Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b009_v09,delivery_address_change_b009,Shipping details update ho sakti hain? new addr par deliver karna hai 😕,Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b009_v10,delivery_address_change_b009,Shipping details update hooo sakti hain? new address par deliver karna hai 😭,Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b010_v01,delivery_address_change_b010,"mujhe lagta hai, please delivery location modify karo, house number galat dala hai",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b010_v02,delivery_address_change_b010,"mujhe lagta hai, pls delivery location modify karo, house no. galat dala hai",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b010_v03,delivery_address_change_b010,"mujhe lagta hai, please delivery location modify karo, house number galat dala hai",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b010_v04,delivery_address_change_b010,"mujhe lagta hai, plaese deilvery loaction modfiy karo, huose numebr galta dala hai",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b010_v05,delivery_address_change_b010,"mujhe lagta hai, please delivery location modify karo, house number galat dala hai 🙏",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b010_v06,delivery_address_change_b010,"mujhe lagta hai, please delivery location modify karo, house number galat dala hai...",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b010_v07,delivery_address_change_b010,"muhje lgata hai, pls delivery location modfiy karo, house no. glaat dala hai",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b010_v08,delivery_address_change_b010,"mujhe lagta hai, pls delivery location modify karo, house no. galat dala hai 🙏",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b010_v09,delivery_address_change_b010,"mujhe lagta hai, please delivery location modify karo, house number galat dala hai 🙏",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b010_v10,delivery_address_change_b010,"mujhe lagta hai, please delivery location modify karo, house number galat dala haiii 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b011_v01,delivery_address_change_b011,order ka address galat hai: new address par deliver karna hai,Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b011_v02,delivery_address_change_b011,order ka address galat hai: new address par deliver karna hai,Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b011_v03,delivery_address_change_b011,ordr ka addr galat hai: new addr par deliver karna hai,Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b011_v04,delivery_address_change_b011,order ka addrses galat hai: new address par deiver karna hai,Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b011_v05,delivery_address_change_b011,order ka address galat hai: new address par deliver karna hai 🙏,Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b011_v06,delivery_address_change_b011,order ka address galat hai: new address par deliver karna hai...,Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b011_v07,delivery_address_change_b011,order ka addrses galat hai: new adrdess par delievr karan hai,Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b011_v08,delivery_address_change_b011,order ka address galat hai: new address par deliver karna hai 🙏,Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b011_v09,delivery_address_change_b011,ordr ka addr galat hai: new addr par deliver karna hai 🙏,Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b011_v10,delivery_address_change_b011,order kaaa address galat hai: new address par deliver karna hai 😭,Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b012_v01,delivery_address_change_b012,"pls courier ko house number galat dala hai, kya address update possible hai?",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b012_v02,delivery_address_change_b012,"pls courier ko house no. galat dala hai, kya address update possible hai?",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b012_v03,delivery_address_change_b012,"pls courier ko house number galat dala hai, kya addr update possible hai?",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b012_v04,delivery_address_change_b012,"pls coruier ko huose nubmer glaat dala hai, kya addrses update possibel hai?",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b012_v05,delivery_address_change_b012,"pls courier ko house number galat dala hai, kya address update possible hai? 😕",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b012_v06,delivery_address_change_b012,"pls courier ko house number galat dala hai, kya address update possible hai??",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b012_v07,delivery_address_change_b012,"pls couier ko hosue no. galat dala hai, kya addrses update possilbe hai?",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b012_v08,delivery_address_change_b012,"pls courier ko house no. galat dala hai, kya address update possible hai? 😕",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b012_v09,delivery_address_change_b012,"pls courier ko house number galat dala hai, kya addr update possible hai? 😕",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b012_v10,delivery_address_change_b012,"pls courier kooo house number galat dala hai, kya address update possible hai? 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b013_v01,delivery_address_change_b013,delivery address change karna hai; delivery location update karni hai?,Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b013_v02,delivery_address_change_b013,delivery address change karna hai; delivery location update karni hai?,Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b013_v03,delivery_address_change_b013,delivery addr update karna hai; delivery location update karni hai?,Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b013_v04,delivery_address_change_b013,delivery address cahnge karna hai; delivery locatio updtae krani hai?,Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b013_v05,delivery_address_change_b013,delivery address change karna hai; delivery location update karni hai? 😕,Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b013_v06,delivery_address_change_b013,delivery address change karna hai; delivery location update karni hai??,Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b013_v07,delivery_address_change_b013,delivrey adderss chagne krana hai; delivery loction udpate karin hai?,Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b013_v08,delivery_address_change_b013,delivery address change karna hai; delivery location update karni hai? 😕,Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b013_v09,delivery_address_change_b013,delivery addr update karna hai; delivery location update karni hai? 😕,Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b013_v10,delivery_address_change_b013,delivery address change karna hai; delivery location update karni hai? 😭,Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b014_v01,delivery_address_change_b014,"Parcel ko naye address par bhejna hai, office ki jagah ghar par bhejna hai",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b014_v02,delivery_address_change_b014,"parcel ko naye address par bhejna hai, office ki jagah ghar par bhejna hai",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b014_v03,delivery_address_change_b014,"package ko naye addr par bhejna hai, office ki jagah ghar par bhejna hai",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b014_v04,delivery_address_change_b014,"Pracel ko naye address par bhenja hai, ofifce ki jgaah ghar par bhjena hai",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b014_v05,delivery_address_change_b014,"Parcel ko naye address par bhejna hai, office ki jagah ghar par bhejna hai 🙏",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b014_v06,delivery_address_change_b014,"Parcel ko naye address par bhejna hai, office ki jagah ghar par bhejna hai...",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b014_v07,delivery_address_change_b014,"parcel ko naye address par bhejna hai, ofifce ki jagah ghar par bhejna hai",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b014_v08,delivery_address_change_b014,"parcel ko naye address par bhejna hai, office ki jagah ghar par bhejna hai 🙏",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b014_v09,delivery_address_change_b014,"package ko naye addr par bhejna hai, office ki jagah ghar par bhejna hai 🙏",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b014_v10,delivery_address_change_b014,"Parcel kooo naye address par bhejna hai, office ki jagah ghar par bhejna hai 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b015_v01,delivery_address_change_b015,"mujhe lagta hai, shipping details update ho sakti hain? delivery location update karni hai",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,validation,original_constructed
delivery_address_change_b015_v02,delivery_address_change_b015,"mujhe lagta hai, shipping details update ho sakti hain? delivery location update karni hai",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,validation,original_constructed
delivery_address_change_b015_v03,delivery_address_change_b015,"mujhe lagta hai, shipping details update ho sakti hain? delivery location update karni hai",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,validation,original_constructed
delivery_address_change_b015_v04,delivery_address_change_b015,"mjuhe lagta hai, shippign detials updtae ho skati hain? deilvery location updae karni hai",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,validation,original_constructed
delivery_address_change_b015_v05,delivery_address_change_b015,"mujhe lagta hai, shipping details update ho sakti hain? delivery location update karni hai 😕",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,validation,original_constructed
delivery_address_change_b015_v06,delivery_address_change_b015,"mujhe lagta hai, shipping details update ho sakti hain?? delivery location update karni hai...",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,validation,original_constructed
delivery_address_change_b015_v07,delivery_address_change_b015,"mujhe lagta hai, shippig detials upadte ho satki hain? delievry loaction updtae kanri hai",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,validation,original_constructed
delivery_address_change_b015_v08,delivery_address_change_b015,"mujhe lagta hai, shipping details update ho sakti hain? delivery location update karni hai 😕",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,validation,original_constructed
delivery_address_change_b015_v09,delivery_address_change_b015,"mujhe lagta hai, shipping details update ho sakti hain? delivery location update karni hai 😕",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,validation,original_constructed
delivery_address_change_b015_v10,delivery_address_change_b015,"mujhe lagta hai, shipping details update hooo sakti hain? delivery location update karni hai 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,validation,original_constructed
delivery_address_change_b016_v01,delivery_address_change_b016,"please delivery location modify karo, office ki jagah ghar par bhejna hai",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,test,original_constructed
delivery_address_change_b016_v02,delivery_address_change_b016,"pls delivery location modify karo, office ki jagah ghar par bhejna hai",Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,test,original_constructed
delivery_address_change_b016_v03,delivery_address_change_b016,"please delivery location modify karo, office ki jagah ghar par bhejna hai",Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,test,original_constructed
delivery_address_change_b016_v04,delivery_address_change_b016,"pleaes dleivery lcoation modify karo, offcie ki jaagh ghar par bheja hai",Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,test,original_constructed
delivery_address_change_b016_v05,delivery_address_change_b016,"please delivery location modify karo, office ki jagah ghar par bhejna hai 🙏",Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,test,original_constructed
delivery_address_change_b016_v06,delivery_address_change_b016,"please delivery location modify karo, office ki jagah ghar par bhejna hai...",Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,test,original_constructed
delivery_address_change_b016_v07,delivery_address_change_b016,"pls delivrey loaction modfiy karo, offiec ki jagah ghar par bhjna hai",Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,test,original_constructed
delivery_address_change_b016_v08,delivery_address_change_b016,"pls delivery location modify karo, office ki jagah ghar par bhejna hai 🙏",Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
delivery_address_change_b016_v09,delivery_address_change_b016,"please delivery location modify karo, office ki jagah ghar par bhejna hai 🙏",Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,test,original_constructed
delivery_address_change_b016_v10,delivery_address_change_b016,"please delivery location modify karo, office kiii jagah ghar par bhejna hai 😭",Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,test,original_constructed
delivery_address_change_b017_v01,delivery_address_change_b017,pls order ka address galat hai: delivery location update karni hai,Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
delivery_address_change_b017_v02,delivery_address_change_b017,pls order ka address galat hai: delivery location update karni hai,Delivery,delivery_address_change,Change delivery address,shorthand,1_light,none,train,original_constructed
delivery_address_change_b017_v03,delivery_address_change_b017,pls ordr ka addr galat hai: delivery location update karni hai,Delivery,delivery_address_change,Change delivery address,code_mix,1_light,none,train,original_constructed
delivery_address_change_b017_v04,delivery_address_change_b017,pls order ka address galta hai: deilvery locaton update kanri hai,Delivery,delivery_address_change,Change delivery address,typo,2_medium,none,train,original_constructed
delivery_address_change_b017_v05,delivery_address_change_b017,pls order ka address galat hai: delivery location update karni hai 🙏,Delivery,delivery_address_change,Change delivery address,emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b017_v06,delivery_address_change_b017,pls order ka address galat hai: delivery location update karni hai...,Delivery,delivery_address_change,Change delivery address,punctuation,1_light,none,train,original_constructed
delivery_address_change_b017_v07,delivery_address_change_b017,pls order ka adress galat hai: dleivery locaiton update kanri hai,Delivery,delivery_address_change,Change delivery address,shorthand_typo,2_medium,none,train,original_constructed
delivery_address_change_b017_v08,delivery_address_change_b017,pls order ka address galat hai: delivery location update karni hai 🙏,Delivery,delivery_address_change,Change delivery address,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
delivery_address_change_b017_v09,delivery_address_change_b017,pls ordr ka addr galat hai: delivery location update karni hai 🙏,Delivery,delivery_address_change,Change delivery address,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b017_v10,delivery_address_change_b017,pls order kaaa address galat hai: delivery location update karni hai 😭,Delivery,delivery_address_change,Change delivery address,stress,2_medium,emphasis_or_affect,train,original_constructed
delivery_address_change_b018_v01,delivery_address_change_b018,"courier ko office ki jagah ghar par bhejna hai, kya address update possible hai??",Delivery,delivery_address_change,Change delivery address,clean,0_clean,none,train,original_constructed
